stygianirone,2017-07-13 23:58,0,0,"Good evening, ma'am! Reflection po sa Dispatches from Marawi hehe.",,@DiNaProfMSSyj,,885528895797186560,https://twitter.com/stygianirone/status/885528895797186560,fil
PTVph,2017-07-13 21:40,0,3,"SentroBalita: Mga mangingisda at magsasakang apektado ng kaguluhan sa Marawi, tutulungan","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,#,885494027226931200,https://twitter.com/PTVph/status/885494027226931200,fil
EscamillasGnlyn,2017-07-13 21:39,0,0,Sarap itapon sa Marawi yung malalanding lalaki na yun!,"(['Guinayangan', ' Calabarzon'], Location((13.8974782, 122.4539118, 0.0)))",,,885493868099059713,https://twitter.com/EscamillasGnlyn/status/885493868099059713,fil
EArchvldClng,2017-07-13 21:37,0,1,Nasa marawi. Nasunog na,,,,885493475344392192,https://twitter.com/EArchvldClng/status/885493475344392192,fil
imAJancero,2017-07-13 21:31,0,1,Sana walang mangyare kay daddy sa MarawiSana malayo sila sa nababalita ngayon.,"(['Panget'], Location((60.3204584, 16.1038064, 0.0)))",,,885491917500203008,https://twitter.com/imAJancero/status/885491917500203008,fil
kiaradrianne,2017-07-13 21:31,0,1,nakakabaliw kausap sila vin at loi napaka-issue hays sarap ipatapon ng mga to sa Marawi,,,,885491767897858048,https://twitter.com/kiaradrianne/status/885491767897858048,fil
ReportersNBGMA7,2017-07-13 21:30,4,2,"Samahan si makipulido silipin ang mga kaganapan sa Marawi. Ngayong Huwebes na iyan, pagkatapos ng saksi!U","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@ @,,885491719747190784,https://twitter.com/ReportersNBGMA7/status/885491719747190784,fil
vmarcmoto,2017-07-13 21:30,0,0,Actually pre ticket to Marawi yung ibibigay ko sayo. Advance Happy Birthday.,"(['Rizal', ' Calabarzon'], Location((14.65, 121.25, 0.0)))",,,885491631742369792,https://twitter.com/vmarcmoto/status/885491631742369792,fil
Rayya_8,2017-07-13 21:21,0,0,"رحلة البحث عن فستان مازالت مستمره ( boutique in Riyadh, Ar Riyāḑ) D","(['Riyadh'], Location((15.5835188, 32.5677069, 0.0)))",@Marawi,,885489277525782529,https://twitter.com/Rayya_8/status/885489277525782529,ar
int_shn,2017-07-13 21:20,0,0,Ang landi ni crushSarap ipatapon sa Marawi,"(['Busan', 'Republic of Korea'], Location((27.9188683, 68.2326499, 0.0)))",,,885489162618417152,https://twitter.com/int_shn/status/885489162618417152,fil
realprincetotty,2017-07-13 21:20,0,0,Buat sj sprti Vatikan. Daerahnya Marawi cocok. Imam besarnya Rizieq. Ngeri-2 sedap..,"(['NKRI'], Location((49.1163651, 14.3307462, 0.0)))",,,885489135703609344,https://twitter.com/realprincetotty/status/885489135703609344,id
PTVisMin,2017-07-13 21:20,0,0,"SentroBalita: Pres. Duterte, tiniyak ang tulong sa Marawi City",,,#,885488992577351680,https://twitter.com/PTVisMin/status/885488992577351680,fil
PTVph,2017-07-13 21:20,0,3,"SentroBalita: Pres. Duterte, tiniyak ang tulong sa Marawi City","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,#,885488987090989056,https://twitter.com/PTVph/status/885488987090989056,fil
realAisha17,2017-07-13 21:18,0,0,Ang dami mong sinasabi wala ka nman naiambag 's mga evacuees 's marawi..tumigil ka nga writer na laos!,,,,885488623352770561,https://twitter.com/realAisha17/status/885488623352770561,fil
alexgumabay,2017-07-13 21:17,0,1,Yung survival ng boys scout sa marawi nalang,,,,885488398525276160,https://twitter.com/alexgumabay/status/885488398525276160,fil
JM_Lafon,2017-07-13 21:16,1,2,"Ils menacent de descendre des montagnes et de brûler Marawi? Venez, je vous invite. Nous vous attendons"". Rodrigo Duterte, le 12/12/2016.""","(['France'], Location((46.603354, 1.8883335, 0.0)))",,#,885488104269901824,https://twitter.com/JM_Lafon/status/885488104269901824,fr
CidXmalik,2017-07-13 21:12,0,0,PAYAG KA PAPADALA EX GF/BF SA MARAWI?,"(['Quezon city'], Location((14.6509905, 121.0486155, 0.0)))",,,885487220030832641,https://twitter.com/CidXmalik/status/885487220030832641,fil
BataHampaslupa,2017-07-13 21:11,8,13,Inugatan ka na po sa bansang maulan. Hindi lang Marawi. Tuyot na kasi ang yagbols mo. Taenamo po.,,,,885486785794408448,https://twitter.com/BataHampaslupa/status/885486785794408448,fil
radyopilipinas1,2017-07-13 21:11,0,0,Palasyo nagpaabot ng pakikidalamhati sa mga naiwang pamilya ng 2 sundalo na aksidenteng tinamaan ng air strike sa Marawi.,"(['Quezon City', ' Philippines'], Location((14.6509905, 121.0486155, 0.0)))",,,885486731855708161,https://twitter.com/radyopilipinas1/status/885486731855708161,fil
sittienadzmah,2017-07-13 21:10,0,9,"ABDUL TAWWAB L. SANSARONA Bachelor of Science in Accountancy MSU Main - Marawi City Congratulations, Kuya!",,,,885486715351187456,https://twitter.com/sittienadzmah/status/885486715351187456,ha
lannahsaldana,2017-07-13 21:10,0,1,Marawi na campus ha,,,,885486524606763009,https://twitter.com/lannahsaldana/status/885486524606763009,fil
stateofdnation,2017-07-13 21:06,0,0,Day 52 ng krisis sa Marawi-- Nagpatuloy ang airstrikes ng militar sa kabila ng pag-mintis nila kahapon na ikinasawi ng dalawang sundalo.,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,885485671070281728,https://twitter.com/stateofdnation/status/885485671070281728,fil
shekinahgb_,2017-07-13 20:53,0,2,kahit sa marawi na chareng,"(['ricci paolo'], Location((40.8556726, 14.3327785, 0.0)))",,,885482246425026561,https://twitter.com/shekinahgb_/status/885482246425026561,fil
lalalalancee,2017-07-13 20:51,1,1,isabak sa marawi to !!,"(['ue mnl'], Location((41.5379, 15.70998, 0.0)))",,,885481900223090688,https://twitter.com/lalalalancee/status/885481900223090688,fil
jnnfrlngbyn,2017-07-13 20:48,0,0,Hahahaha di ko alam na may daddy pala siya kala ko nasama na sa marawi,"(['Cainta', ' Calabarzon'], Location((14.5925129, 121.123530488, 0.0)))",,,885481028764049408,https://twitter.com/jnnfrlngbyn/status/885481028764049408,fil
OrnelJewel,2017-07-13 20:48,0,0,Wag nyo syang maagaw-agaw! Padala ko kayo sa marawi Jan eh.,,,,885481023881920512,https://twitter.com/OrnelJewel/status/885481023881920512,fil
TolibasH,2017-07-13 20:46,0,0,Naiinspire siguro ang MARAWI WAR sa story ng Ang Probinsyano kaya hanggang ngayon nakikisabay sila sa eksena ng palabas reality,"(['Nasugbu', ' Batangas'], Location((14.1235618, 120.566247025, 0.0)))",,,885480516786556929,https://twitter.com/TolibasH/status/885480516786556929,fil
xhing84,2017-07-13 20:45,0,0,Dapat ani niya ibala Sa canyon didto Sa marawi. Isa ka talagang dakilang yellowtard.,"(['Doha', ' Qatar'], Location((25.3014957, 51.4996673988, 0.0)))",,,885480416093851649,https://twitter.com/xhing84/status/885480416093851649,fil
match80s,2017-07-13 20:43,0,0,"Feather B, I told you last time I am Mayor of Davao City not of Marawi, ILigan or Cagayan de Oro. Hindi ako epal tulad mo.","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885479914610098176,https://twitter.com/match80s/status/885479914610098176,fil
teresitatuazon1,2017-07-13 20:42,3,1,"Bangon Marawi, a song composed & sang by a soldier in Marawi..naiyak naman ako . Lets pray the war ends. ALDUB104thWeeksary","(['Bulacan', ' Central Luzon'], Location((14.794871, 120.8777119, 0.0)))",,#,885479529237499906,https://twitter.com/teresitatuazon1/status/885479529237499906,fil
VanSulitas,2017-07-13 20:35,1,13,"try kaya ipadala ng gobyerno si Cardo ng Ang Probinsyano sa Marawi baka sakaling matalo nya mga Maute, di kinakaya ng AFP eh StopAirstrikes","(['UP Diliman'], Location((14.6495832, 121.05965, 0.0)))",,#,885477698193080321,https://twitter.com/VanSulitas/status/885477698193080321,fil
tibalac,2017-07-13 20:33,0,0,Galit na c kuya cardo..punta ka nalang kaya marawi?..don mo ibuhos galit mo!!hahaha LaLunaSangreProfT,,,#,885477251848032257,https://twitter.com/tibalac/status/885477251848032257,fil
veemango76,2017-07-13 20:33,0,0,"After suspension, must be reinstated. Du30 said, pabalikin kaysa bayaran na wala namang trabaho. Sna sa marawi ilagay.",,,,885477192766967808,https://twitter.com/veemango76/status/885477192766967808,fil
rappleridntimes,2017-07-13 20:30,2,2,Kapolri: Jangan ada image konflik di Marawi adalah perang agama,"(['Indonesia'], Location((-4.7993356, 114.5632032, 0.0)))",,,885476559016132608,https://twitter.com/rappleridntimes/status/885476559016132608,id
JrmYlng,2017-07-13 20:29,0,0,Bat di kaya ipadala yung team ni Cardo sa Marawi ng mag kaalaman na.,,,,885476194061213696,https://twitter.com/JrmYlng/status/885476194061213696,fil
yellowberrycafe,2017-07-13 20:27,0,0,Falling Marawi Bangon Marawi Marine Out Marawi So Good Marawi,,,,885475731056111616,https://twitter.com/yellowberrycafe/status/885475731056111616,fil
lycaerica,2017-07-13 20:26,0,0,kelan ba naging lindol yung dahilan sa marawi HAHAHAHAHAHA,,,,885475483181236229,https://twitter.com/lycaerica/status/885475483181236229,fil
lycaerica,2017-07-13 20:25,0,1,Marawi tapos lindol HAHAHAHA,,@gorgeouskimmie,,885475251320045569,https://twitter.com/lycaerica/status/885475251320045569,fil
aivannicholas,2017-07-13 20:25,0,0,nakakahappy lang na may taga marawi kaming classmate,"([""A's""], Location((45.8133113, 14.4808369, 0.0)))",,,885475156864376832,https://twitter.com/aivannicholas/status/885475156864376832,fil
volleyallstar4,2017-07-13 20:21,0,2,Kung may Bakbakan sa Marawi meron din sa SuperLigaPH grabe nakaka STRESS FinalFaceOffPSL,"(['San Juan City', ' National Capita'], Location((18.4383735, -66.0604579002, 0.0)))",@,#,885474304351117313,https://twitter.com/volleyallstar4/status/885474304351117313,fil
pinoynewsonline,2017-07-13 20:15,0,0,Rodrigo Duterte News | BAGONG FINANCIER ng MAUTE GROUP sa MARAWI! ARESTADO ng KASUNDALUHAN! KILAL More on...,"(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885472676990656513,https://twitter.com/pinoynewsonline/status/885472676990656513,fil
mtthwbnz,2017-07-13 20:13,2,5,Mga teachers na araw araw nagpapa assignment ipadala dapat yan sa marawi ehh charot,,,,885472168066244612,https://twitter.com/mtthwbnz/status/885472168066244612,fil
7david7777,2017-07-13 20:10,0,0,Nasa marawi na si po1 tandog. Frontline sa gera. 8,,,,885471580901457921,https://twitter.com/7david7777/status/885471580901457921,ceb
Marawi_alii,2017-07-13 20:08,0,0,لا بأس، هذه ليست المرة الأولى التي بقيت فيها منكسرا بمفردي..,,,,885471013827465216,https://twitter.com/Marawi_alii/status/885471013827465216,ar
vanny_chan,2017-07-13 20:07,0,16,Bakit si Leni ba nasa Marawi rin ba? Pmunta rin ba sya? Kelangan ba Presidente ang mauna?,"(['Davao City', ' Davao Region'], Location((7.22650725, 125.454887691, 0.0)))",,,885470850622799872,https://twitter.com/vanny_chan/status/885470850622799872,fil
JRManlucot,2017-07-13 20:06,0,0,Dapat si Cardo ang ipadala sa Marawi para matapos na ang bakbakan doon.,,,,885470405992914944,https://twitter.com/JRManlucot/status/885470405992914944,fil
pinoymag15,2017-07-13 20:06,0,0,Magandang balita. Humihina na ang pwersa ng Maute sa Marawi dahil nagkakaubosan na ng bala. Panoorin dito ang...,,,,885470405036789762,https://twitter.com/pinoymag15/status/885470405036789762,fil
vanny_chan,2017-07-13 20:05,0,38,Eh mauna ka kaya doon? Ikaw puro reklamo eh. Bakit sa puro reklamo at tweet mo may nagawa ka ba para sa mga taga Marawi?? Pakisagot naman po,"(['Davao City', ' Davao Region'], Location((7.22650725, 125.454887691, 0.0)))",,,885470235213479936,https://twitter.com/vanny_chan/status/885470235213479936,fil
ReportersNBGMA7,2017-07-13 20:04,0,3,Samahan si Maki Pulido silipin ang unti-unting pagbangon ng Marawi mula sa kaguluhan. Ngayong Huwebes na iyan sa... U,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885470007638892544,https://twitter.com/ReportersNBGMA7/status/885470007638892544,fil
lau_irawan,2017-07-13 20:03,1,1,"Tunggu darurat mksdnya setelah hancur diserang isis spt suriah,irak dn marawi baru terbitkan perpu? Dasar penghianat","(['Indonesia'], Location((-4.7993356, 114.5632032, 0.0)))",,,885469610094362624,https://twitter.com/lau_irawan/status/885469610094362624,id
DZMMTeleRadyo,2017-07-13 20:00,2,1,"Ligaw na bala, tumama sa lalaki sa kapitolyo ng Marawi MarawiClash","(['ABS-CBN', ' Diliman', ' Quezon City'], Location((11.5874907, 122.7520466, 0.0)))",,#,885468853454516225,https://twitter.com/DZMMTeleRadyo/status/885468853454516225,fil
angelladhn,2017-07-13 19:59,0,0,sorry po :(( padala mo sa marawi,,,,885468658155139072,https://twitter.com/angelladhn/status/885468658155139072,fil
KenMorgia,2017-07-13 19:56,0,1,yay labanan sa marawi ugma!,,,,885467945664618496,https://twitter.com/KenMorgia/status/885467945664618496,fil
narabayn,2017-07-13 19:55,0,11,"Hindi po ako aware kung may na assigned si PRRD na kamag anak nya bilang dswd,dpwh or any cabinet members na required na pumunta sa marawi","(['Manila', 'Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,885467844422635520,https://twitter.com/narabayn/status/885467844422635520,fil
mattyudagreat,2017-07-13 19:53,0,6,May ano sa marawi ngaa sa marawi gd nag atake amg maute?,"(['Iloilo PH'], Location((10.9534597, 122.5756326, 0.0)))",,,885467264702529537,https://twitter.com/mattyudagreat/status/885467264702529537,fil
KilayOnFleek,2017-07-13 19:52,0,0,Ah talaga naks dami niya alam siya ikaw na kaya pumalit kay duterte tapos ng mga suerot at ahas padala mo sa marawi ANG HUSAY MO E,,,,885466879820681218,https://twitter.com/KilayOnFleek/status/885466879820681218,fil
usdul_arkhabil,2017-07-13 19:51,0,1,"Mereka membuat makar untuk memadamkan cahaya Allah, namun makar Allah lebih dahsyat dampaknya bagi kehancuran mereka. IslamicState Marawi",,,# #,885466702321864704,https://twitter.com/usdul_arkhabil/status/885466702321864704,id
juliosees,2017-07-13 19:50,0,0,"New video by GMA Public Affairs: iJuander: Grupo ng kababaihan, nakikiisa sa pagbibigay ng tulong sa Marawi... CC",,,,885466533144735744,https://twitter.com/juliosees/status/885466533144735744,fil
juliosees,2017-07-13 19:50,0,0,"New video by GMA Public Affairs: iJuander: Sundalong nakaligtas sa Marawi, ikinuwento ang karanasan sa bakbakan...",,,,885466532788219905,https://twitter.com/juliosees/status/885466532788219905,fil
juliosees,2017-07-13 19:50,0,0,"New video by GMA Public Affairs: iJuander: Mga sundalong sugatan sa bakbakan sa Marawi, kinumusta ng 'iJuander'...",,,,885466523875381248,https://twitter.com/juliosees/status/885466523875381248,fil
juliosees,2017-07-13 19:50,0,0,New video by GMA Public Affairs: iJuander: Matinding pagsubok ng mga sundalong nakikipagsapalaran sa Marawi...,,,,885466521769828352,https://twitter.com/juliosees/status/885466521769828352,fil
juliosees,2017-07-13 19:50,0,0,"New video by GMA Public Affairs: iJuander: Grupo ng kababaihan, nakikiisa sa pagbibigay ng tulong sa Marawi 90",,,,885466504606744577,https://twitter.com/juliosees/status/885466504606744577,fil
juliosees,2017-07-13 19:50,0,0,"New video by GMA Public Affairs: iJuander: Sundalong nakaligtas sa Marawi, ikinuwento ang karanasan sa bakbakan",,,,885466500974432256,https://twitter.com/juliosees/status/885466500974432256,fil
juliosees,2017-07-13 19:50,0,0,"New video by GMA Public Affairs: iJuander: Mga sundalong sugatan sa bakbakan sa Marawi, kinumusta ng 'iJuander' U",,,,885466497165996033,https://twitter.com/juliosees/status/885466497165996033,fil
juliosees,2017-07-13 19:50,0,0,New video by GMA Public Affairs: iJuander: Matinding pagsubok ng mga sundalong nakikipagsapalaran sa Marawi,,,,885466491856007170,https://twitter.com/juliosees/status/885466491856007170,fil
BersaldoRona,2017-07-13 19:48,0,0,"Marawi, lugar na dapat puntahan ng mga taong sawi","(['san juan', ' batangas'], Location((18.38423905, -66.0534399736, 0.0)))",,,885466036111163392,https://twitter.com/BersaldoRona/status/885466036111163392,fil
newspaperphcom,2017-07-13 19:47,0,0,"Video ng pakikipaglaban at pagpatay ng Maute at ASG sa Marawi, inilabas sa media","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,885465741759315968,https://twitter.com/newspaperphcom/status/885465741759315968,fil
NewsRmn,2017-07-13 19:45,0,0,"59-anyos na lalaki, sugatan matapos tamaan ng ligaw na bala sa evacuation center sa Marawi City via rmnnetworks","(['Republic of the Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,,885465283003011072,https://twitter.com/NewsRmn/status/885465283003011072,fil
kmdonghyunn,2017-07-13 19:44,0,0,"Salah Sasaran, Jet Tempur Filipina Tewaskan 2 Tentara di Marawi","(['dom. ts'], Location((41.3246378, 69.2450226, 0.0)))",,,885464924738158596,https://twitter.com/kmdonghyunn/status/885464924738158596,id
patrol_ph,2017-07-13 19:44,0,0,"Air strikes ng gobyerno sa Marawi, sumablay man, tuloy pa rin",,,,885464864491270144,https://twitter.com/patrol_ph/status/885464864491270144,fil
namjafg,2017-07-13 19:41,0,0,"detikcom: Salah Sasaran, Jet Tempur Filipina Tewaskan 2 Tentara di Marawi 2UU","(['--area ikhwan--'], Location((32.2956329, 35.0355983, 0.0)))",,,885464257592262656,https://twitter.com/namjafg/status/885464257592262656,id
pdianesumague,2017-07-13 19:40,0,0,Ako: ma asan yung tuwalya ko? Yung panligo ko. Mama: baka nasa marawi. Ako: (utas na).,,,,885464026569883651,https://twitter.com/pdianesumague/status/885464026569883651,fil
Detik_tv,2017-07-13 19:40,0,0,"Salah Sasaran, Jet Tempur Filipina Tewaskan 2 Tentara di Marawi",,,,885463864099430400,https://twitter.com/Detik_tv/status/885463864099430400,id
detikcom,2017-07-13 19:40,3,10,"Salah Sasaran, Jet Tempur Filipina Tewaskan 2 Tentara di Marawi","(['Jakarta', ' Indonesia'], Location((-6.1753942, 106.827183, 0.0)))",,,885463837524107264,https://twitter.com/detikcom/status/885463837524107264,id
Febyfiona,2017-07-13 19:33,0,0,"Mbak ezki, gimana kl anak istrinya dan keluarga si aktivis dikirim aja ke mosul sana, ah jauh2 marawi deh prngen liat bs senyum nggak???",,,,885462277175910405,https://twitter.com/Febyfiona/status/885462277175910405,id
laninabonitaaa,2017-07-13 19:30,0,0,Kanusa paman mahuman ning sa Marawi? Sakit kaayo maminaw sa news,"(['Winterfell'], Location((51.5455107, 13.9594132, 0.0)))",,,885461315589885952,https://twitter.com/laninabonitaaa/status/885461315589885952,ceb
milkitaetae,2017-07-13 19:29,0,1,Hayaan mo ipapatapon natin siya sa Marawi,,,,885461270970814464,https://twitter.com/milkitaetae/status/885461270970814464,fil
